裝置名稱,裝置編號,裝置位置,測量時間,溫度,溫度異常,濕度,濕度異常,溫度補償,濕度補償,電池電量
Dave,170436,機房,"01/15/2022, 16:00:34",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:00:34",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:00:23",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:00:23",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:00:13",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:00:13",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 16:00:02",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 16:00:02",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:59:51",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:59:51",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:59:41",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:59:41",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:59:30",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:59:30",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:59:20",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:59:20",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:59:09",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:59:09",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:58:58",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:58:58",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:58:48",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:58:48",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:58:37",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:58:37",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:58:27",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:58:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:58:16",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:58:16",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:58:05",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:58:05",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:57:55",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:57:55",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:57:44",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:57:44",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:57:33",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:57:33",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:57:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:57:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:57:12",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:57:12",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:57:01",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:57:01",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:56:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:56:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:56:40",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:56:40",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:56:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:56:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:56:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:56:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:56:08",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:56:08",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:55:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:55:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:55:47",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:55:47",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:55:36",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:55:36",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:55:26",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:55:26",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:55:15",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:55:15",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:55:04",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:55:04",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:54:54",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:54:54",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:54:43",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:54:43",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:54:32",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:54:32",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:54:22",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:54:22",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:54:11",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:54:11",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:54:00",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:54:00",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:53:50",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:53:50",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:53:39",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:53:39",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:53:29",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:53:29",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:53:18",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:53:18",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:53:07",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:53:07",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:52:57",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:52:57",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:52:46",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:52:46",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:52:35",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:52:35",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:52:25",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:52:25",-255,異常,-255,異常,0,0,-1%
Dave,170436,機房,"01/15/2022, 15:52:14",-255,異常,-255,異常,0,0,-1%
Frank,170414,機房,"01/15/2022, 15:52:14",-255,異常,-255,異常,0,0,-1%
